gene,logfc_oldko_oldwt,pval_oldko_oldwt,logfc_youngko_youngwt,pval_youngko_youngwt,logfc_youngko_oldko,pval_youngko_oldko,logfc_youngwt_oldwt,pval_youngwt_oldwt,ENTREZID
Caprin1,0.020852486,0.914173051,0.058734716,0.634257137,0.515344756,0.000541201,0.553226986,0.000105424,53872
Capza1,0.387749811,0.105555708,0.25728061,0.079706432,-0.078924272,0.561564122,-0.209393473,0.081390113,12340
Capza2,0.458832443,0.303489439,0.102916107,0.763542526,0.136436033,0.666527841,-0.219480304,0.413980598,12343
Capzb,0.148954622,0.423914117,0.176603205,0.179805269,0.029307808,0.834601496,0.056956392,0.619432318,12345
Capzb,0.06531609,0.938032972,-0.259772042,0.615737243,0.206904266,0.674896039,-0.118183866,0.783559483,12345
Card11,-0.173592825,0.650232115,-0.551766614,0.059313246,0.207437672,0.419841841,-0.170736117,0.446728311,108723
Card9,0.213515134,0.39268166,0.359389396,0.066212433,0.285391912,0.106927217,0.431266174,0.010811091,332579
Carhsp1,-0.451591555,0.129917215,-0.216559249,0.234010816,-0.37738226,0.044579632,-0.142349954,0.360741736,52502
Carm1,-0.502876478,0.122890038,-0.249058402,0.208912355,-1.791355957,1.52E-06,-1.537537882,1.59E-06,59035
Carmil2,NA,NA,-0.161336791,0.585543313,NA,NA,NA,NA,234695
Carnmt1,-0.02517618,0.892364396,-0.031099915,0.804424872,1.398507079,1.07E-07,1.392583344,2.76E-08,67383
Cars1,0.128398385,0.478890083,-0.111314536,0.382714321,0.499933439,0.001292725,0.260220518,0.026097977,27267
Cars2,0.184448891,0.452293125,0.073118453,0.696353809,0.874514866,0.000198571,0.763184428,0.00018948,71941
Casc3,NA,NA,-0.281454694,0.059756666,NA,NA,NA,NA,192160
Cask,NA,NA,0.155635582,0.240813056,NA,NA,NA,NA,12361
Casp1,0.199744196,0.3592252,0.369425358,0.042877289,0.116880359,0.441173347,0.286561522,0.04003766,12362
Casp2,-0.08851842,0.562845938,0.033627761,0.773568021,0.256552188,0.022603733,0.378698369,0.000958069,12366
Casp3,-0.115265983,0.518722399,-0.12969627,0.29780675,0.752127263,4.92E-05,0.737696976,1.68E-05,12367
Casp6,-0.234942618,0.149890448,-0.007683848,0.949365623,-0.056539112,0.583011274,0.170719658,0.06312686,12368
Casp7,0.258471582,0.376258266,0.26001847,0.207552447,-0.480835159,0.026879153,-0.47928827,0.014031266,12369
Casp8,0.162429337,0.34613665,0.212797738,0.096268958,0.219734756,0.074505643,0.270103157,0.017761308,12370
Casp9,0.364246977,0.463153287,0.323710619,0.356084995,2.588216291,8.61E-06,2.547679932,2.72E-06,12371
Casq1,-1.418893726,0.106387111,-0.529524984,0.294032126,-3.012022272,5.36E-05,-2.122653529,0.000281861,12372
Casq2,-1.45188501,0.118339623,-0.236586954,0.689981224,-0.690000678,0.201886774,0.525297378,0.262717747,12373
Cast,0.100159076,0.802230358,0.12947648,0.634637126,0.418295106,0.103252561,0.44761251,0.051855971,12380
Cat,-0.22707354,0.277986322,-0.092368728,0.54112419,0.110630149,0.44149979,0.245334961,0.059777402,12359
Catsper4,0.083337641,0.856850069,0.267327544,0.346606028,0.932655799,0.004156663,1.116645702,0.000457175,329954
Cav1,-0.241675036,0.404912286,-0.022975396,0.924676812,-0.029677534,0.891225354,0.189022106,0.282289284,12389
Cavin1,-0.823804881,0.027362598,-0.260934899,0.129670529,-0.108318194,0.517677389,0.454551788,0.006111601,19285
Cavin2,-0.328822883,0.245634222,-0.073805676,0.732626193,1.79973386,1.38E-06,2.054751066,1.13E-07,20324
Cbfa2t3,-0.097959095,0.657831439,-0.190968319,0.206156462,-3.10459532,1.81E-09,-3.197604543,3.30E-10,12398
Cbfb,0.050508693,0.795581136,0.083106797,0.51971116,1.541912534,1.14E-07,1.574510638,2.39E-08,12400
Cbl,0.096127658,0.559321476,0.166434127,0.149063007,0.214350443,0.064846364,0.284656912,0.009593363,12402
Cbll1,0.111155105,0.871556885,0.035827754,0.942087409,0.482799027,0.253389491,0.407471676,0.268304572,104836
Cbr1,-0.714721736,0.144278154,-0.183929303,0.566218905,2.386869874,5.73E-06,2.917662307,2.65E-07,12408
Cbr2,0.650855515,0.524350022,-0.937676409,0.188610494,2.183892683,0.006441331,0.59536076,0.328847382,12409
Cbr3,0.314191522,0.225002761,NA,NA,NA,NA,NA,NA,109857
Cbr4,-0.012222015,0.973974974,-0.067913368,0.788036008,-0.054381736,0.823521738,-0.110073088,0.57955092,234309
Cbx1,-0.153890633,0.581103301,-0.030453495,0.892482102,-0.705546066,0.002149613,-0.582108928,0.003021125,12412
Cbx3,-0.086170714,0.667253539,-0.158836834,0.243785956,-0.198287513,0.143849676,-0.270953633,0.030044949,12417
Cbx5,-0.263762138,0.376909031,-0.294994819,0.163371235,-0.588967177,0.010977142,-0.620199858,0.003563533,12419
Cc2d1a,-0.013498096,0.955651054,0.086409504,0.551822804,-1.676302757,1.44E-07,-1.576395157,5.92E-08,212139
Cc2d1b,0.490830111,0.074291418,-0.036933676,0.817586447,1.096614914,6.12E-06,0.568851128,0.000415496,319965
Ccar1,-0.069427048,0.638664129,-0.077990508,0.449643161,-0.548689103,0.000119201,-0.557252564,3.24E-05,67500
Ccar2,-0.072418577,0.590185018,-0.152355103,0.113258778,0.222654599,0.023772059,0.142718073,0.08149569,219158
Ccdc115,-0.141988213,0.556844778,-0.284239628,0.103791971,1.480884064,1.83E-06,1.338632648,1.24E-06,69668
Ccdc117,-0.239241634,0.419620624,-0.165044906,0.437282208,-2.657317915,8.79E-08,-2.583121187,2.77E-08,104479
Ccdc12,0.469508592,0.208256325,0.231532334,0.160772114,-8.148822308,1.19E-09,-8.386798566,6.44E-10,72654
Ccdc124,0.01676214,0.961267702,-0.102347835,0.629080359,-1.88596078,1.05E-06,-2.005070754,1.65E-07,234388
Ccdc125,NA,NA,-0.148014191,0.498728619,NA,NA,NA,NA,76041
Ccdc126,NA,NA,0.339803613,0.237729593,NA,NA,NA,NA,57895
Ccdc134,-0.280276512,0.305332366,-0.453449289,0.043497941,0.849478211,0.000550181,0.676305434,0.001060542,76457
Ccdc167,-0.055635303,0.863409179,-0.136177109,0.509590214,2.62469255,6.86E-08,2.544150743,2.27E-08,68597
Ccdc186,-0.20419321,0.276412693,-0.270131942,0.063015768,0.812622749,3.80E-05,0.746684017,2.27E-05,213993
Ccdc22,-0.040050702,0.880173772,-0.065761043,0.713807666,1.217924429,8.83E-06,1.192214088,2.93E-06,54638
Ccdc25,0.379288537,0.169870005,0.117085264,0.527212961,-0.33466715,0.066850358,-0.596870422,0.00160807,67179
Ccdc43,0.112125692,0.809578443,-0.202049168,0.511322936,0.846730425,0.010254671,0.532555565,0.048378387,52715
Ccdc47,-0.053172988,0.727501042,-0.07232889,0.491564652,-0.415402824,0.001074711,-0.434558727,0.000270285,67163
Ccdc51,-0.197947169,0.306340226,-0.268773713,0.07039121,0.979864718,1.09E-05,0.909038174,5.79E-06,66658
Ccdc6,-0.206858945,0.403054981,-0.389113914,0.051313926,0.948919797,0.000112908,0.766664829,0.000199857,76551
Ccdc82,NA,NA,-0.245884652,0.387363198,NA,NA,NA,NA,66396
Ccdc86,NA,NA,-0.348402791,0.144758796,NA,NA,NA,NA,108673
Ccdc88a,-0.013307485,0.943906237,0.029282634,0.809517758,-0.42326961,0.001422747,-0.380679492,0.001132719,108686
Ccdc88b,0.36827435,0.145869023,0.371635609,0.044687433,-0.111099354,0.480571397,-0.107738095,0.43092623,78317
Ccdc88c,0.116219584,0.394509077,0.108148011,0.262660932,-0.527123052,0.000109161,-0.535194625,2.96E-05,68339
Ccdc90b,-0.0397351,0.917575484,0.103161244,0.677520403,-1.279746474,9.50E-05,-1.13685013,7.81E-05,66365
Ccdc91,0.214646627,0.700593449,0.170984698,0.674424215,3.66357375,8.48E-07,3.619911821,2.49E-07,67015
Ccdc93,-0.105006118,0.597212194,-0.108518859,0.436990751,0.110781655,0.413363384,0.107268914,0.362465347,70829
Ccdc97,NA,NA,0.151363433,0.722334022,NA,NA,NA,NA,52132
Ccm2,0.032077203,0.91004011,-0.018026545,0.927640028,-0.965287452,7.72E-05,-1.015391199,1.50E-05,216527
Ccna2,-0.212452821,0.213846057,-0.167427484,0.156160981,1.260228596,3.45E-07,1.305253933,6.47E-08,12428
Ccnb1,-0.230466307,0.34749384,-0.278145195,0.119175848,-1.610614537,1.18E-06,-1.658293425,2.47E-07,268697
Ccnd3,0.026156821,0.865203561,0.079279913,0.411600996,1.008339193,4.11E-07,1.061462284,6.72E-08,12445
Ccne2,0.263995164,0.348852645,NA,NA,NA,NA,NA,NA,12448
Ccnh,0.165808194,0.306541687,0.070947537,0.547894997,0.952117983,3.01E-06,0.857257325,2.06E-06,66671
Ccnk,-0.072383177,0.583755957,-0.073617252,0.426716003,0.569506178,3.75E-05,0.568272104,1.11E-05,12454
Ccnl1,0.194590444,0.182016543,0.087804011,0.374069122,2.113657274,1.32E-09,2.006870841,4.78E-10,56706
Ccnl2,0.215113882,0.195345379,0.045785892,0.708160762,1.386375768,1.13E-07,1.217047777,8.39E-08,56036
Ccnt1,NA,NA,-0.190400019,0.340123134,NA,NA,NA,NA,12455
Ccpg1,-0.164778816,0.635453177,0.174382306,0.473605644,-2.127120733,1.74E-06,-1.787959611,2.19E-06,72278
Ccr1,0.866237346,0.103504426,0.10443374,0.751173184,0.868636664,0.008971029,0.106833058,0.685207196,12768
Ccs,0.533521946,0.145869023,-0.125094325,0.608687608,0.368435876,0.110507246,-0.290180395,0.14711372,12460
Ccser2,NA,NA,0.29008143,0.177373211,NA,NA,NA,NA,72972
Cct2,-0.188846308,0.243237124,-0.248368253,0.05239561,0.240517511,0.038898797,0.180995566,0.069166872,12461
Cct3,-0.406042039,0.170971622,-0.429482435,0.05239561,0.04073332,0.842634976,0.017292924,0.922787956,12462
Cct4,-0.060566485,0.770687948,-0.181832518,0.179805269,0.161729722,0.226233272,0.040463689,0.734775733,12464
Cct5,-0.23266527,0.281306809,-0.299127051,0.070002888,0.059406182,0.698021311,-0.0070556,0.958848288,12465
Cct6a,-0.319989363,0.172712115,-0.331216593,0.058354978,-0.196474257,0.202174081,-0.207701487,0.125681981,12466
Cct7,-0.171664621,0.35251155,-0.269371348,0.063060067,-0.374955918,0.009324852,-0.472662644,0.000866126,12468
Cct8,-0.249885435,0.390580714,-0.491562092,0.043198458,0.065978082,0.758145993,-0.175698575,0.320014083,12469
Ccz1,0.118549186,0.551646791,-0.06451403,0.664257833,-2.374533617,7.22E-09,-2.557596833,9.35E-10,231874
Cd101,0.39393062,0.355935814,0.256143427,0.399369695,-1.003430643,0.003956012,-1.141217836,0.000632652,630146
Cd14,0.925656597,0.105863894,0.682566919,0.061556555,-0.521818782,0.111136591,-0.764908459,0.013676894,12475
Cd151,-0.192065971,0.50791864,0.137521523,0.508592774,0.99939883,0.000244766,1.328986324,6.90E-06,12476
Cd163,-1.894725815,0.052386652,-1.446817564,0.030892536,-0.713471496,0.129497187,-0.265563245,0.515304548,93671
Cd177,0.67739333,0.098302689,0.508700058,0.050662204,-0.329177338,0.144491597,-0.49787061,0.018773188,68891
Cd180,-0.420596625,0.144782484,-0.268905125,0.143517973,1.630423207,1.57E-06,1.782114707,1.97E-07,17079
Cd1d1,0.15464164,0.469507496,0.274928578,0.085270721,0.264645771,0.080568763,0.384932709,0.008127396,12479
Cd200r1,NA,NA,0.699970896,0.093201547,NA,NA,NA,NA,57781
Cd22,-0.991173956,0.121435773,-1.002081081,0.036497697,0.396902507,0.296568955,0.385995382,0.245056429,12483
Cd2ap,-0.447427648,0.121435773,-0.467529529,0.03458774,-2.10955259,1.30E-07,-2.129654471,2.92E-08,12488
Cd2bp2,-0.521565394,0.118339623,-0.011668373,0.958921806,-4.469820917,9.26E-10,-3.959923896,5.48E-10,70233
Cd300lb,0.766629482,0.263530365,NA,NA,NA,NA,0.713532723,0.233728212,217304
Cd300lf,0.790868229,0.106387111,0.719498835,0.037686329,0.804727738,0.009765097,0.733358344,0.007569842,246746
Cd300lg,-0.057322995,0.925496767,NA,NA,NA,NA,NA,NA,52685
Cd36,-0.822688818,0.097556942,-0.520539828,0.07837479,-0.23156949,0.389962182,0.0705795,0.769896161,12491
Cd37,-0.598202647,0.065517085,-0.62041848,0.025259681,0.234274196,0.152495958,0.212058364,0.138243969,12493
Cd38,-0.497212966,0.172401729,-0.30526114,0.202169879,-1.252462149,0.000150726,-1.060510323,0.000184312,12494
Cd44,0.107866795,0.731031956,0.351632012,0.10833316,-0.40990806,0.056908426,-0.166142843,0.356996922,12505
Cd47,0.36927761,0.118942239,0.218025828,0.130328882,2.134101187,1.89E-08,1.982849405,9.36E-09,16423
Cd47,0.053761676,0.756526787,0.10180354,0.374663296,-0.277732677,0.022183979,-0.229690812,0.028472608,16423
Cd48,0.158884229,0.482093384,0.094160029,0.5701109,0.400875393,0.018321718,0.336151192,0.022213196,12506
Cd5,-0.063706112,0.877015154,NA,NA,NA,NA,NA,NA,12507
Cd55,0.117277074,0.685537023,0.19481625,0.322077151,-0.383374601,0.055971593,-0.305835425,0.077643489,13136
Cd63,0.831384092,0.017766731,0.64720629,0.020269054,0.733484493,0.000280132,0.54930669,0.00085624,12512
Cd68,-0.113212011,0.563941201,-0.11154321,0.418316148,-1.440403581,4.01E-07,-1.43873478,1.03E-07,12514
Cd72,-0.595049542,0.243147112,-0.126945098,0.744095956,-1.735718549,0.000253225,-1.267614104,0.00093388,12517
Cd74,-0.667824128,0.164832174,-0.900605608,0.031118685,-0.112278071,0.722613831,-0.345059551,0.195969567,16149
Cd79a,-0.492341129,0.118942239,0.001974101,0.990740605,-6.841436242,1.76E-10,-6.347121013,1.41E-11,12518
Cd79b,-1.204252699,0.144278154,-1.098461225,0.058354978,1.654758898,0.00500258,1.760550373,0.00134905,15985
Cd81,-0.48907927,0.276352623,-0.257546749,0.414603986,-0.746138074,0.024194409,-0.514605552,0.064696104,12520
Cd82,-0.404223588,0.145477558,-0.202603708,0.244460454,0.8416849,0.00028725,1.04330478,1.52E-05,12521
Cd84,0.28191271,0.198871561,0.281929515,0.079706432,0.366815144,0.021066084,0.366831949,0.010415162,12523
Cd9,-0.57214729,0.223569636,0.042875788,0.908722303,-0.195539965,0.542721787,0.419483113,0.134915124,12527
Cd93,-0.135307927,0.524350022,NA,NA,NA,NA,NA,NA,17064
Cdadc1,NA,NA,1.206734831,0.036497697,NA,NA,NA,NA,71891
Cdan1,NA,NA,-0.303110266,0.07786134,NA,NA,NA,NA,68968
Cdc123,-0.053953131,0.847820687,-0.119622808,0.502331376,0.885815545,0.000188559,0.820145869,0.000113067,98828
Cdc16,0.13574855,0.439058565,-0.008505859,0.952070882,-0.473269184,0.001552471,-0.617523593,7.04E-05,69957
Cdc23,0.017595017,0.917810534,-0.120773481,0.237254364,-0.120219241,0.233290477,-0.258587738,0.008843979,52563
Cdc27,-0.437075668,0.127593413,-0.57326286,0.027615636,1.627987548,1.18E-06,1.491800357,6.93E-07,217232
Cdc37,-0.292341694,0.118339623,-0.160390323,0.150680653,-0.455022488,0.000942709,-0.323071118,0.003702472,12539
Cdc40,0.091476142,0.538864676,-0.119998745,0.244732638,-0.426603432,0.000919635,-0.638078318,1.17E-05,71713
Cdc42,0.199015287,0.330169564,0.108901656,0.457041712,-0.515619412,0.002541304,-0.605733043,0.000290953,12540
Cdc5l,-0.317069829,0.101428582,-0.259484957,0.042548033,-0.622931228,6.90E-05,-0.565346356,4.76E-05,71702
Cdc73,-0.007631122,0.966151329,-0.05204616,0.63112248,0.020933957,0.846362404,-0.023481081,0.795301008,214498
Cdca7,0.332114153,0.628354836,0.442910758,0.349721718,-1.621505846,0.003199289,-1.510709241,0.002040569,66953
Cdca8,-0.39676996,0.222843995,NA,NA,NA,NA,NA,NA,52276
Cdipt,0.373712601,0.164595829,0.19485222,0.258638373,-0.95415033,9.78E-05,-1.133010711,6.80E-06,52858
Cdk1,-0.376772317,0.223569636,-0.532320733,0.039288216,0.124301536,0.557992526,-0.03124688,0.870507251,12534
Cdk11b,-0.194998547,0.212780293,-0.158555263,0.144556013,0.677163572,3.35E-05,0.713606856,6.13E-06,12537
Cdk12,0.044465578,0.859632287,0.065593065,0.696156852,-0.995719809,2.86E-05,-0.974592322,9.92E-06,69131
Cdk13,-0.774707375,0.065517085,NA,NA,NA,NA,NA,NA,69562
Cdk2,-0.04186302,0.790172119,-0.170744005,0.106172193,-0.379867465,0.00184141,-0.50874845,6.95E-05,12566
Cdk4,-0.463310389,0.198871561,-0.386017389,0.124978149,-1.334621626,0.000112559,-1.257328626,5.78E-05,12567
Cdk5,0.344225436,0.107952093,0.000111278,0.999470361,-0.582647373,0.000344217,-0.926761531,2.14E-06,12568
Cdk5rap2,0.323364354,0.097077914,0.395911208,0.025259681,-2.673821414,4.23E-10,-2.601274561,1.30E-10,214444
Cdk5rap3,-0.156822561,0.356099061,-0.155431744,0.196453138,-0.403636234,0.003725232,-0.402245417,0.001520474,80280
Cdk6,0.079499101,0.598897191,0.103530346,0.323854851,0.481467806,0.00041659,0.505499052,9.32E-05,12571
Cdk7,0.021306548,0.88492256,0.027189659,0.787390456,0.360218104,0.001251126,0.366101214,0.000401937,12572
Cdk9,-0.584956033,0.03208796,-0.285818954,0.049770409,0.117456977,0.34542376,0.416594057,0.001730873,107951
Cdkal1,-0.179988101,0.609934341,0.144301495,0.570433909,2.96451207,1.24E-07,3.288801666,1.27E-08,68916
Cdkn1b,0.194598818,0.5930007,0.096013668,0.72880118,0.317454612,0.202081751,0.218869462,0.310276509,12576
Cdkn2aip,-0.083375878,0.711770229,-0.194627016,0.202169879,0.812654069,0.000131333,0.701402931,0.000137231,70925
Cdkn2aipnl,0.1316233,0.521297741,0.046592049,0.766360586,-0.14578207,0.299840322,-0.230813321,0.069232985,52626
Cdkn2c,0.086624069,0.693237426,0.06443562,0.68970579,1.892699391,8.56E-08,1.870510942,2.36E-08,12580
Cdkn2d,0.231054177,0.396269607,NA,NA,NA,NA,NA,NA,12581
Cds2,0.054485719,0.830045213,0.06164313,0.722356112,0.80045051,0.000199802,0.807607921,5.94E-05,110911
Cdv3,0.119503077,0.685805762,-0.109507282,0.605935293,-0.210291287,0.286226388,-0.439301647,0.01890824,321022
Cdyl,0.026377179,0.911883265,0.083913335,0.571769118,-1.569476764,2.79E-07,-1.511940609,9.51E-08,12593
Cdyl2,0.526715555,0.167438953,-0.069513195,0.798564973,1.754907027,1.23E-05,1.158678277,0.00011782,75796
Ceacam1,0.34367813,0.423730262,0.665440656,0.053808913,-1.166614901,0.001510209,-0.844852375,0.004997008,26365
Cebpa,0.479825989,0.377898782,0.306202536,0.433240061,-0.194881749,0.614122202,-0.368505202,0.264872497,12606
Cebpb,NA,NA,0.568520795,0.171775575,NA,NA,NA,NA,12608
Cebpd,0.56126164,0.256239958,0.445668153,0.196453138,-2.311403996,2.02E-05,-2.426997482,3.69E-06,12609
Cebpe,0.476772506,0.10345003,0.342324272,0.062083098,-0.253555206,0.123538006,-0.388003439,0.013178978,110794
Cebpz,0.056442288,0.804648397,0.107098944,0.472594735,1.922302796,6.57E-08,1.972959452,1.30E-08,12607
Celf1,-0.366593326,0.224810912,-0.522625403,0.03898805,-0.934507673,0.000498639,-1.09053975,4.82E-05,13046
Celf2,0.432505843,0.107952093,0.237775215,0.133019555,0.112859659,0.461090557,-0.081870969,0.542863059,14007
Cemip2,0.553213623,0.085774053,0.517858095,0.030892536,-0.115124288,0.503955597,-0.150479816,0.312221684,83921
Cend1,-0.690461217,0.438731863,0.125411653,0.862889614,1.031974393,0.10076917,1.847847264,0.003523394,57754
Cenpc,NA,NA,-0.447477363,0.081454583,NA,NA,NA,NA,12617
Cenpe,0.228103806,0.1781566,-0.097356022,0.394103793,1.768353338,1.49E-08,1.44289351,2.16E-08,229841
Cenpf,-0.087760406,0.728872514,-0.164146549,0.33644217,-0.558509304,0.004294893,-0.634895446,0.000703376,108000
Cenph,-0.098157326,0.833891884,-0.277297721,0.342437084,0.317704461,0.267342801,0.138564066,0.584186238,26886
Cenpp,0.07055309,0.85919772,NA,NA,NA,NA,NA,NA,66336
Cenpq,-0.15159373,0.558778631,-0.07998179,0.679439519,-1.110458748,4.03E-05,-1.038846807,2.05E-05,83815
Cenpu,0.047679648,0.889094532,-0.010244526,0.966157314,1.621541587,5.91E-06,1.563617413,2.21E-06,71876
Cenpv,-0.852284001,0.174650782,-0.505323175,0.227868194,0.434754705,0.29078715,0.781715531,0.039365356,73139
Cep120,0.035952457,0.833071361,-0.090072325,0.400012511,0.978515894,1.30E-06,0.852491111,1.19E-06,225523
Cep128,0.486760436,0.121811806,0.430941873,0.049206286,0.317848223,0.096734627,0.262029661,0.114913043,75216
Cep131,0.286030018,0.356099061,-0.025459287,0.921649818,1.399599673,3.07E-05,1.088110368,7.46E-05,12009
Cep135,-0.195483572,0.183849536,-0.093635487,0.349326259,-0.848757271,2.53E-06,-0.746909186,2.12E-06,381644
Cep152,0.085012768,0.682697186,NA,NA,NA,NA,NA,NA,99100
Cep170,NA,NA,0.182620154,0.148764741,NA,NA,NA,NA,545389
Cep192,0.067866934,0.859632287,0.212156137,0.371188047,0.843851136,0.002519965,0.988140339,0.0002954,70799
Cep250,0.295534701,0.109519456,0.172899771,0.115911226,0.063899591,0.546764024,-0.058735339,0.525000375,16328
Cep350,NA,NA,0.067918868,0.909082628,NA,NA,NA,NA,74081
Cep43,0.123798397,0.706373013,-0.092984552,0.699603918,-3.587528667,1.13E-08,-3.804311615,1.78E-09,75296
Cep44,-0.265461615,0.463153287,0.008929904,0.976655021,-2.218208941,2.04E-06,-1.943817421,1.81E-06,382010
Cep57,0.569864183,0.315548521,-0.4586491,0.252562346,0.552607892,0.164141382,-0.475905391,0.169478913,74360
Cep76,-1.49793602,0.114670287,NA,NA,NA,NA,NA,NA,225659
Cep85,0.083453253,0.712403441,0.157803517,0.30140176,0.101448471,0.503066543,0.175798736,0.182863012,70012
Cep97,0.032751348,0.931786431,-0.317012257,0.164486619,1.242102549,0.000108269,0.892338943,0.000478548,74201
Cept1,0.262904151,0.403432657,0.19538172,0.380448555,0.522239545,0.025878011,0.454717114,0.026149666,99712
Cers2,0.219256335,0.516276272,-0.174441307,0.465809381,1.117384679,0.000329048,0.723687036,0.002702394,76893
Cers5,0.458754794,0.205879386,0.170885443,0.502065099,1.942770551,5.34E-06,1.6549012,5.99E-06,71949
Cers6,0.562248387,0.04000725,0.238666375,0.080390398,3.194809616,3.90E-10,2.871227604,2.05E-10,241447
Cert1,0.565507452,0.12453058,0.397923077,0.093201547,0.280875608,0.204685291,0.113291233,0.56051169,68018
Ces1c,-0.078737352,0.759551199,-0.10699436,0.541423438,0.003536227,0.985104343,-0.024720782,0.871092262,13884
Ces1d,-0.408193344,0.474576757,0.027929782,0.9514678,0.564344098,0.155415379,1.000467224,0.00942256,104158
Ces2g,-0.934443079,0.158975465,-1.103838273,0.036497697,-0.096507453,0.830797174,-0.265902647,0.4640202,72361
Cetn2,0.029286178,0.85919772,0.001208606,0.991817478,0.324046135,0.005098117,0.295968564,0.003783279,26370
Cetn3,0.202964014,0.298886003,0.02431186,0.878938321,-0.297105465,0.036376734,-0.475757619,0.001142527,12626
Cetn4,0.689529817,0.181350221,0.388899976,0.262189512,0.750228929,0.037456419,0.449599088,0.135478163,207175
Cfap20,-0.17290111,0.609934341,-0.07168525,0.780703819,-2.475790587,3.93E-07,-2.374574727,1.48E-07,14894
Cfap43,-0.31397917,0.533073031,NA,NA,NA,NA,NA,NA,100048534
Cfdp1,-0.165090273,0.489651305,-0.143541776,0.39585547,0.752575007,0.000501401,0.774123504,0.000135303,23837
Cfl1,-0.233371623,0.555064915,-0.355956025,0.194563132,-0.284654623,0.290701643,-0.407239025,0.09031904,12631
Cfp,0.926689184,0.351799338,0.7270213,0.300456837,4.42667113,3.44E-05,4.227003245,1.47E-05,18636
Cggbp1,-1.21545543,0.019529156,0.176608322,0.441369562,1.6385932,1.06E-05,3.030656952,1.36E-08,106143
Cgref1,NA,NA,-0.620800454,0.144758796,NA,NA,NA,NA,68567
Chac2,NA,NA,-0.219781347,0.601990668,NA,NA,NA,NA,68044
Chad,-0.310879749,0.628206227,0.114025718,0.818048819,0.779555449,0.079509628,1.204460917,0.005570998,12643
Chaf1a,-0.178305729,0.48604568,0.149207358,0.410580164,-1.064538551,5.69E-05,-0.737025464,0.00034471,27221
Chaf1b,-0.274832226,0.157108928,-0.057914018,0.663188414,-0.000913411,0.994832164,0.216004798,0.051564679,110749
Champ1,-0.44733675,0.14373279,-0.209147285,0.273783038,-0.396317814,0.044545734,-0.158128349,0.333909685,101994
Chchd2,0.085259864,0.715751488,0.263027294,0.109606125,0.660961005,0.000862005,0.838728436,4.42E-05,14004
Chchd3,-0.463128717,0.119021604,-0.502313353,0.033217602,0.599732816,0.003693153,0.56054818,0.002324919,66075
Chchd6,NA,NA,-0.401330544,0.138257294,NA,NA,NA,NA,66098
Chd1,0.085081195,0.84785879,0.300460059,0.273609049,3.279675118,1.45E-07,3.495053982,2.15E-08,12648
Chd1l,0.075933085,0.830045213,-0.015749623,0.950614753,-2.379855931,3.40E-07,-2.471538639,6.19E-08,68058
Chd2,-0.036283624,0.85913527,-0.00896291,0.950614753,-0.297367601,0.025062796,-0.270046888,0.020789088,244059
Chd4,-0.10327387,0.410476832,-0.179471539,0.066860525,-0.223961972,0.018416142,-0.300159641,0.001401265,107932
Chd5,0.193856197,0.693962226,0.034603179,0.927640028,-0.077750206,0.826862607,-0.237003224,0.408051754,269610
Chd7,0.475483403,0.45100565,0.595236209,0.179805269,0.532948308,0.223284684,0.652701114,0.093472002,320790
Chd9,-0.036948737,0.937369259,0.018163454,0.954088589,-0.9701136,0.002660263,-0.915001408,0.001543364,109151
Chdh,0.288316089,0.103297651,0.273658262,0.033462121,-0.56882947,7.64E-05,-0.583487297,1.83E-05,218865
Chek1,0.185418141,0.640672217,0.301113233,0.269997861,1.34692463,0.000241453,1.462619721,3.91E-05,12649
Chek2,0.187217038,0.482093384,0.000540594,0.997668061,-4.175504307,9.81E-10,-4.362180751,1.82E-10,50883
Cherp,0.055930189,0.672798025,-0.077232314,0.394733491,-0.290678563,0.004773318,-0.423841066,0.000116498,27967
Chfr,0.610783854,0.076321721,0.422422217,0.043771621,1.171757346,2.53E-05,0.983395709,3.24E-05,231600
Chgb,NA,NA,0.188907793,0.49730048,NA,NA,NA,NA,12653
Chi3l1,0.399837868,0.149846622,0.306325229,0.096381815,-0.28431845,0.105274511,-0.377831089,0.020502956,12654
Chid1,-0.062178515,0.776316437,0.069864212,0.645684524,0.983104858,1.54E-05,1.115147584,1.43E-06,68038
Chil3,-0.117336113,0.678559862,0.064590979,0.758191956,-0.253683195,0.18234987,-0.071756103,0.670608966,12655
Chit1,0.317482027,0.555872754,0.520015278,0.16467167,-1.260978053,0.003593156,-1.058444802,0.004497641,71884
Chkb,0.221450496,0.200204832,0.322665487,0.033462121,-0.63642774,0.000117859,-0.53521275,0.000151681,12651
Chm,0.176312863,0.555957886,0.142815867,0.502331376,0.255557925,0.212308339,0.222060929,0.213727319,12662
Chmp1a,0.390650746,0.5015924,-0.089086425,0.849410001,0.863946266,0.040405166,0.384209095,0.270654266,234852
Chmp1b2,0.061010267,0.838528862,-0.187813549,0.311428447,1.437849309,5.92E-06,1.189025494,8.57E-06,67028
Chmp2a,-0.153667526,0.631641046,0.052238919,0.834960058,-1.230914832,9.31E-05,-1.025008386,0.000129969,68953
Chmp2b,0.069493386,0.778693554,0.150104355,0.350012156,-1.991540793,1.02E-07,-1.910929824,3.53E-08,68942
Chmp3,0.276511287,0.419620624,0.036112357,0.897626125,1.483504326,4.33E-05,1.243105396,5.70E-05,66700
